rev,mou,totmrc,ovrmou,ovrrev,vceovr,roam,change_mou,change_rev,drop_vce,blck_vce,blck_dat,unan_vce,plcd_vce,recv_vce,comp_vce,comp_dat,custcare,ccrndmou,cc_mou,inonemin,threeway,mou_cvce,mou_rvce,owylis_vce,mouowylisv,iwylis_vce,mouiwylisv,peak_vce,peak_dat,mou_peav,opk_vce,opk_dat,mou_opkv,mou_opkd,drop_blk,attempt,complete,callwait,months,uniqsubs,actvsubs,crclscod,asl_flag,totcalls,totmou,totrev,adjrev,adjmou,adjqty,avgrev,avgmou,avgqty,avg3mou,avg3qty,avg3rev,avg6mou,avg6qty,avg6rev,prizm_social_one,area,dualband,refurb_new,hnd_price,phones,models,hnd_webcap,truck,rv,ownrent,lor,marital,infobase,income,numbcars,forgntvl,ethnic,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,eqpdays,Customer_ID
30.26,19.5,29.99,0.0,0.0,0.0,0.0,-7.5,-0.27,1.0,1.333333333,0.0,0.666666667,8.0,1.0,5.333333333,0.0,0.0,0.0,0.0,0.0,0.0,7.78,1.666666667,1.0,1.573333333,0.0,0.0,4.333333333,0.0,4.993333333,1.666666667,0.0,4.453333333,0.0,2.333333333,8.0,5.333333333,0.0,25,1,1,A,N,414,1073.0,789.26,747.66,1054.0,408,31.15,43.92,17.0,22,9,31,25.0,11.0,31.0,S,OHIO AREA,N,N,29.98999023,1.0,1.0,WC,0.0,0.0,O,8.0,S,M,5.0,1.0,0.0,N,U,U,U,U,U,Y,766.0,1013974
53.14,568.25,59.99,0.0,0.0,0.0,1.2075,5.75,-2.31,13.33333333,6.666666667,0.0,51.33333333,286.0,34.33333333,216.3333333,0.0,0.666666667,2.0,1.856666667,22.66666667,0.333333333,293.0366667,37.73,43.66666667,50.66333333,4.0,6.213333333,135.0,0.0,209.4033333,107.0,0.0,121.3633333,0.0,20.0,286.0,216.3333333,0.333333333,27,1,1,E,N,5035,14125.0,2227.35,2127.31,13696.0,4988,81.82,526.77,191.85,566,258,54,458.0,207.0,53.0,S,DC/MARYLAND/VIRGINIA AREA,N,N,129.9899902,2.0,2.0,WCMB,0.0,0.0,O,10.0,M,M,7.0,3.0,0.0,N,U,U,U,U,U,Y,51.0,1014005
84.6625,1100.75,59.99,78.25,31.175,26.3,0.0,357.25,89.5875,18.0,1.0,0.0,50.0,273.0,75.66666667,211.0,1.0,1.666666667,7.0,5.926666667,35.0,0.0,477.2866667,214.28,86.0,141.67,9.0,15.58333333,67.33333333,0.333333333,134.9366667,195.0,0.666666667,556.6266667,5.453333333,19.0,274.0,212.0,2.333333333,31,1,1,ZA,N,5683,14664.0,1973.93,1869.23,14514.0,5609,64.46,500.48,193.41,982,284,55,779.0,249.0,59.0,U,PHILADELPHIA AREA,N,R,179.9899902,5.0,5.0,WCMB,0.0,0.0,,,U,,,,0.0,U,U,U,U,U,U,N,33.0,1014030
31.2875,164.5,29.99,3.0,1.05,1.05,0.0,-42.5,-0.3075,0.666666667,0.666666667,0.0,7.333333333,41.33333333,3.333333333,32.66666667,0.0,2.0,2.0,1.07,2.0,0.0,139.9933333,4.52,2.666666667,12.28333333,0.333333333,0.733333333,24.0,0.0,77.67666667,12.0,0.0,66.83666667,0.0,1.333333333,41.33333333,32.66666667,0.0,27,1,1,A,N,697,3512.0,947.3,899.22,3448.0,672,34.59,132.62,25.85,179,34,31,148.0,30.0,37.0,S,CENTRAL/SOUTH TEXAS AREA,Y,N,149.9899902,2.0,2.0,WCMB,1.0,1.0,O,7.0,M,M,7.0,2.0,0.0,N,U,U,U,U,U,Y,169.0,1014056
97.32,1338.75,84.99,80.25,20.0625,20.0625,4.0375,-349.75,-21.13,19.66666667,7.666666667,0.0,11.66666667,269.0,32.0,234.3333333,0.0,0.0,0.0,0.0,6.333333333,0.0,827.0966667,303.46,65.0,69.21333333,0.333333333,0.21,177.0,0.0,697.8966667,84.66666667,0.0,432.6733333,0.0,27.33333333,269.0,234.3333333,3.0,31,2,1,A,N,10003,42930.0,4284.43,4147.14,42550.0,9867,138.24,1418.33,328.9,1455,304,104,1473.0,348.0,94.0,T,ATLANTIC SOUTH AREA,Y,N,199.9899902,2.0,2.0,WCMB,0.0,0.0,O,4.0,M,M,9.0,,0.0,N,U,U,U,Y,U,Y,109.0,1014079
29.99,79.0,29.99,0.0,0.0,0.0,0.0,92.0,0.0,0.333333333,1.333333333,0.0,3.333333333,20.33333333,0.0,15.33333333,0.0,0.0,0.0,0.0,0.0,0.0,41.09,0.0,0.0,0.0,0.0,0.0,14.0,0.0,34.86666667,1.333333333,0.0,6.223333333,0.0,1.666666667,20.33333333,15.33333333,0.0,29,1,1,A,N,108,433.0,854.63,794.65,417.0,103,29.43,15.44,3.81,48,12,30,42.0,9.0,30.0,T,DALLAS AREA,Y,N,29.98999023,1.0,1.0,WC,0.0,0.0,O,4.0,S,M,4.0,,1.0,G,U,U,U,U,U,Y,872.0,1014104
35.7325,262.25,44.99,0.0,0.0,0.0,0.0,96.75,1.2375,0.333333333,1.666666667,0.0,7.666666667,66.0,4.333333333,56.66666667,0.0,0.666666667,1.0,0.443333333,2.0,0.0,187.4766667,12.91666667,14.33333333,28.83,2.333333333,4.22,20.0,0.0,45.79666667,40.66666667,0.0,154.5966667,0.0,2.0,66.0,56.66666667,0.333333333,29,1,1,A,N,995,3497.0,994.37,943.7,3461.0,969,34.95,128.19,35.89,230,50,35,234.0,60.0,42.0,U,MIDWEST AREA,Y,N,29.98999023,2.0,2.0,,0.0,0.0,R,5.0,S,M,6.0,1.0,1.0,H,U,U,U,U,U,Y,178.0,1014184
39.615,329.0,41.36,20.75,7.2625,7.2625,0.0,141.0,-2.525,0.666666667,0.333333333,0.0,17.0,146.3333333,6.666666667,128.3333333,0.0,8.666666667,43.0,36.78333333,4.666666667,0.0,268.2766667,9.656666667,17.0,38.32666667,0.0,0.0,91.66666667,0.0,206.6666667,43.0,0.0,71.26666667,0.0,1.0,146.3333333,128.3333333,1.0,25,1,1,GA,N,2000,4508.0,1198.54,1164.17,4493.0,1990,48.51,187.21,82.92,282,112,41,264.0,105.0,43.0,U,LOS ANGELES AREA,Y,N,29.98999023,2.0,2.0,WC,0.0,0.0,O,12.0,U,M,6.0,2.0,0.0,S,U,U,U,U,U,Y,218.0,1014222
63.745,507.25,45.0,8.5,2.125,2.125,0.0,42.75,-16.505,7.0,2.0,0.0,38.33333333,235.0,41.0,188.6666667,0.0,4.333333333,7.666666667,5.093333333,26.0,0.666666667,270.46,58.01,35.66666667,46.14666667,6.0,16.1,178.0,0.0,286.81,34.0,0.0,41.66,0.0,9.0,235.0,188.6666667,0.0,25,2,2,A,N,4133,10363.0,1391.19,1280.76,9839.0,4010,55.69,427.78,174.35,493,221,69,429.0,188.0,59.0,S,CALIFORNIA NORTH AREA,Y,N,149.9899902,2.0,2.0,WCMB,0.0,0.0,O,1.0,U,M,9.0,,0.0,J,U,U,U,U,U,Y,106.0,1014357
81.87,738.25,50.0,0.0,0.0,0.0,12.93,-370.25,-11.69,4.666666667,0.666666667,0.0,35.0,187.0,171.3333333,147.6666667,0.0,0.666666667,4.666666667,4.41,125.3333333,0.666666667,250.5833333,240.3966667,60.0,84.02666667,25.0,55.38666667,149.0,0.0,261.1533333,95.0,0.0,229.8266667,0.0,5.333333333,187.0,147.6666667,1.0,25,1,1,EA,N,6494,14814.0,1719.96,1613.54,14487.0,6308,70.15,629.87,274.26,862,315,86,871.0,371.0,93.0,U,CALIFORNIA NORTH AREA,Y,N,149.9899902,6.0,5.0,WCMB,0.0,0.0,O,15.0,M,M,9.0,2.0,0.0,U,U,U,U,U,U,Y,232.0,1014487
5.59,26.25,4.7975,0.75,0.75,0.75,0.0,-25.25,0.41,0.0,0.0,0.0,1.333333333,7.333333333,0.333333333,6.0,0.0,0.0,0.0,0.0,0.333333333,0.0,30.45333333,0.14,0.333333333,0.4,0.0,0.0,3.333333333,0.0,8.17,3.0,0.0,22.42333333,0.0,0.0,7.333333333,6.0,0.0,25,1,1,A,N,446,1486.0,661.3,626.47,1470.0,436,26.1,61.25,18.17,35,6,5,61.0,14.0,13.0,T,MIDWEST AREA,Y,N,29.98999023,1.0,1.0,WC,1.0,1.0,O,7.0,M,M,8.0,1.0,0.0,G,U,U,Y,U,U,N,757.0,1014504
42.6325,307.25,30.0,41.5,14.525,14.525,0.0,78.75,-3.0925,7.0,2.333333333,0.0,16.66666667,86.33333333,31.0,62.0,0.0,0.0,0.0,0.0,16.66666667,0.0,127.9366667,46.09666667,12.66666667,8.996666667,0.333333333,0.21,63.33333333,0.0,103.5833333,25.66666667,0.0,70.45,0.0,9.333333333,86.33333333,62.0,0.666666667,25,1,1,A,N,3157,6645.0,1092.07,962.84,6565.0,3105,41.86,285.43,135.0,281,113,44,245.0,114.0,38.0,C,DALLAS AREA,N,N,79.98999023,1.0,1.0,WC,0.0,0.0,O,2.0,B,M,3.0,2.0,0.0,U,U,U,U,U,U,Y,757.0,1014508
48.1675,26.25,59.99,0.0,0.0,0.0,0.7375,6.75,-47.1375,1.666666667,0.333333333,0.0,5.666666667,19.66666667,1.333333333,12.0,0.0,0.0,0.0,0.0,1.0,0.0,11.41,1.076666667,2.666666667,1.193333333,0.333333333,1.076666667,13.0,0.0,12.48666667,0.0,0.0,0.0,0.0,2.0,19.66666667,12.0,0.0,27,2,2,A,N,6050,14977.0,1820.61,1781.15,14957.0,6037,68.51,575.27,232.19,24,13,64,104.0,41.0,64.0,T,GREAT LAKES AREA,Y,N,59.98999023,2.0,2.0,WCMB,0.0,0.0,O,1.0,B,M,7.0,1.0,0.0,N,U,U,U,U,U,Y,617.0,1014519
28.39,835.75,10.0,61.0,18.3,18.3,0.0,-245.75,-18.39,3.666666667,4.0,0.0,31.0,257.6666667,188.6666667,221.6666667,0.0,0.333333333,0.666666667,0.573333333,93.0,0.0,226.4533333,343.8566667,51.0,33.54,10.66666667,18.06666667,166.6666667,0.0,237.2433333,240.6666667,0.0,333.0666667,0.0,7.666666667,257.6666667,221.6666667,6.333333333,25,2,2,AA,N,5178,10122.0,900.59,844.15,10085.0,5158,35.17,420.21,214.92,918,461,35,784.0,398.0,27.0,C,MIDWEST AREA,Y,N,199.9899902,2.0,2.0,WCMB,0.0,0.0,R,1.0,S,M,4.0,,0.0,U,U,U,U,U,U,Y,331.0,1014683
45.63,382.5,47.1725,0.0,0.0,0.0,0.0,-382.5,-35.63,1.666666667,1.333333333,0.0,19.33333333,89.66666667,20.33333333,67.66666667,0.0,0.0,0.0,0.0,8.333333333,0.0,316.4466667,81.70666667,7.0,6.716666667,3.0,12.61333333,61.0,0.0,209.8,22.66666667,0.0,188.3533333,0.0,3.0,89.66666667,67.66666667,0.0,25,1,1,A,N,3882,16772.0,2538.83,2459.81,16763.0,3878,102.49,698.46,161.58,510,95,58,720.0,151.0,104.0,S,SOUTHWEST AREA,N,N,79.98999023,1.0,1.0,WC,0.0,0.0,O,5.0,U,M,6.0,1.0,0.0,G,U,U,U,U,U,Y,754.0,1014694
60.055,738.75,59.99,16.5,6.6,6.6,0.0,-197.75,-6.105,4.666666667,1.0,0.0,40.66666667,195.3333333,123.6666667,151.0,0.0,12.0,12.66666667,5.98,58.66666667,0.666666667,305.4233333,276.0633333,55.66666667,85.64,64.0,216.22,135.3333333,0.0,259.6466667,102.6666667,0.0,321.8433333,0.0,5.666666667,195.3333333,151.0,0.0,29,2,2,GY,N,3913,10303.0,1470.2,1432.97,10298.0,3908,51.18,367.79,139.57,805,242,62,914.0,255.0,67.0,S,LOS ANGELES AREA,N,N,29.98999023,1.0,1.0,WC,0.0,0.0,,,S,M,8.0,2.0,0.0,N,U,U,U,U,U,Y,862.0,1014708
33.7575,111.5,29.99,0.0,0.0,0.0,0.0,-3.5,0.4725,1.0,7.666666667,0.0,2.333333333,45.33333333,7.666666667,34.66666667,0.0,0.0,0.0,0.0,2.666666667,0.0,43.22,11.89333333,6.0,2.926666667,1.333333333,2.283333333,30.0,0.0,38.98333333,12.0,0.0,16.13,0.0,8.666666667,45.33333333,34.66666667,0.0,25,2,2,A,N,1791,3187.0,848.54,814.23,3187.0,1791,33.93,132.79,74.63,113,60,34,106.0,55.0,32.0,S,OHIO AREA,Y,N,29.98999023,1.0,1.0,WC,1.0,0.0,O,6.0,M,M,5.0,2.0,0.0,N,U,U,Y,Y,Y,Y,753.0,1014712
54.1525,633.0,59.99,2.5,0.7725,0.675,0.1725,-236.0,-0.2025,5.0,1.0,0.0,29.66666667,127.0,16.0,91.33333333,0.0,2.666666667,4.0,2.906666667,7.333333333,0.666666667,642.2066667,40.4,5.333333333,9.123333333,0.0,0.0,64.66666667,0.0,440.6166667,41.33333333,0.0,241.99,0.0,6.0,127.0,91.33333333,0.0,31,1,1,C,N,2966,11354.0,1665.47,1582.81,11167.0,2886,54.58,385.07,99.52,712,104,54,547.0,95.0,55.0,S,SOUTHWEST AREA,,N,149.9899902,2.0,2.0,WCMB,0.0,0.0,O,1.0,U,M,3.0,,0.0,U,U,U,U,U,U,Y,99.0,1014771
72.5475,979.25,32.49,45.25,12.675,9.945,0.0,312.75,24.8425,2.333333333,11.0,0.0,64.0,234.0,176.3333333,158.0,1.333333333,9.333333333,10.33333333,6.0,96.33333333,0.0,167.5733333,386.2766667,80.66666667,75.46666667,67.33333333,152.0066667,114.0,0.0,195.2733333,219.0,1.333333333,358.5733333,4.236666667,13.33333333,236.6666667,159.3333333,7.666666667,27,3,3,AA,N,6236,10163.0,1040.9,995.47,10112.0,6194,39.82,404.48,247.76,875,484,64,718.0,409.0,50.0,C,CENTRAL/SOUTH TEXAS AREA,Y,N,129.9899902,4.0,2.0,WCMB,1.0,1.0,O,5.0,U,M,6.0,,0.0,H,U,U,U,U,U,Y,104.0,1014847
107.225,1868.0,84.99,125.5,31.375,31.375,0.0,740.0,67.875,23.66666667,3.333333333,0.0,145.3333333,791.6666667,629.3333333,630.0,0.0,1.0,2.333333333,2.036666667,450.0,0.333333333,437.7,488.4633333,175.0,113.2433333,109.6666667,100.8133333,661.6666667,0.0,522.4833333,493.0,0.0,403.68,0.0,27.0,791.6666667,630.0,32.33333333,25,2,2,A,N,16977,24480.0,2379.94,2309.87,24355.0,16890,100.43,1058.91,734.35,1621,1064,84,1359.0,895.0,87.0,S,SOUTHWEST AREA,N,N,129.9899902,5.0,4.0,WCMB,0.0,0.0,,,U,,,,0.0,N,U,U,U,U,U,N,11.0,1015057
69.61,209.75,87.4875,0.0,0.0,0.0,0.0,-94.75,-19.62,1.666666667,5.0,0.0,21.66666667,140.3333333,6.666666667,112.0,0.0,0.0,0.0,0.0,3.333333333,0.0,49.55333333,10.83,56.66666667,18.98,1.333333333,1.01,72.33333333,0.0,40.69,46.33333333,0.0,19.69333333,0.0,6.666666667,140.3333333,112.0,0.0,27,5,3,A,N,5401,7914.0,1587.88,1548.23,7914.0,5401,61.93,316.56,216.04,241,180,76,471.0,312.0,100.0,S,HOUSTON AREA,Y,N,149.9899902,3.0,3.0,WCMB,0.0,0.0,O,1.0,S,M,4.0,,0.0,O,U,U,U,U,U,Y,9.0,1015134
30.0,5.75,30.0,0.0,0.0,0.0,0.0,-5.75,0.0,0.333333333,0.666666667,0.0,0.0,4.333333333,0.0,3.333333333,0.0,0.0,0.0,0.0,0.0,0.0,5.036666667,0.0,0.0,0.0,0.0,0.0,0.666666667,0.0,1.09,2.666666667,0.0,3.946666667,0.0,1.0,4.333333333,3.333333333,0.0,28,3,2,B,N,2003,5238.0,1335.02,1251.87,5084.0,1959,46.37,188.3,72.56,8,4,30,38.0,14.0,30.0,S,CHICAGO AREA,Y,N,29.98999023,1.0,1.0,,0.0,0.0,O,6.0,U,M,9.0,2.0,0.0,B,U,U,U,U,U,Y,851.0,1015279
48.765,218.75,34.98,0.0,0.0,0.0,1.2175,61.25,-8.905,3.0,1.0,0.0,31.66666667,107.3333333,37.66666667,73.33333333,0.0,0.0,0.0,0.0,28.0,0.333333333,151.4,33.77666667,9.666666667,14.0,0.333333333,0.65,64.66666667,0.0,100.0466667,31.33333333,0.0,85.13,0.0,4.0,107.3333333,73.33333333,0.0,24,1,1,C,N,741,2143.0,565.62,530.32,2086.0,711,40.79,160.46,54.69,198,74,52,167.0,53.0,44.0,U,NEW YORK CITY AREA,Y,N,149.9899902,2.0,2.0,WCMB,1.0,0.0,O,11.0,A,M,1.0,,0.0,Z,U,U,Y,U,Y,Y,65.0,1015305
45.3725,1731.25,44.8225,22.5,7.295,7.1,0.0,-66.25,-8.8825,2.333333333,2.333333333,0.0,70.0,230.6666667,3.666666667,156.0,0.666666667,7.0,9.666666667,5.586666667,1.333333333,0.0,1745.95,6.236666667,51.0,47.73333333,1.666666667,2.42,77.0,0.333333333,382.96,82.66666667,0.333333333,1369.233333,0.133333333,4.666666667,231.3333333,156.6666667,1.0,30,1,1,A,N,2192,28254.0,1663.91,1586.29,27965.0,2164,54.7,964.31,74.62,1753,155,48,1301.0,103.0,48.0,S,ATLANTIC SOUTH AREA,Y,N,79.98999023,2.0,2.0,WCMB,0.0,0.0,O,2.0,M,M,6.0,,0.0,S,U,U,U,U,U,Y,717.0,1015308
67.575,1499.75,76.98,35.5,14.185,13.6,0.16,90.25,10.045,17.0,0.333333333,0.0,53.0,165.0,144.0,105.3333333,0.333333333,4.333333333,17.0,15.53,54.0,0.0,595.7966667,684.7366667,33.33333333,276.6033333,61.33333333,550.6166667,98.33333333,0.333333333,450.9033333,111.6666667,0.0,829.63,0.0,17.33333333,165.3333333,105.6666667,0.333333333,28,3,3,A,N,4345,15833.0,1546.22,1467.95,15564.0,4242,58.72,622.56,169.68,1470,229,64,1527.0,253.0,69.0,S,DC/MARYLAND/VIRGINIA AREA,Y,N,199.9899902,4.0,3.0,WCMB,1.0,0.0,O,5.0,M,M,9.0,1.0,0.0,I,U,U,U,Y,Y,Y,157.0,1015324
75.505,766.5,59.99,51.5,20.5775,19.7,2.9575,-298.5,-23.355,15.66666667,4.333333333,0.0,27.0,221.0,105.6666667,181.0,0.333333333,1.0,2.666666667,1.996666667,51.33333333,0.0,236.7566667,185.91,69.0,75.25,19.0,24.70333333,156.3333333,0.0,242.09,123.3333333,0.333333333,180.5766667,0.676666667,20.33333333,221.6666667,181.3333333,3.666666667,28,1,1,D,N,8603,23116.0,2741.38,2705.23,23107.0,8599,100.19,855.81,318.48,866,370,83,670.0,283.0,68.0,S,MIDWEST AREA,Y,R,79.98999023,3.0,3.0,WCMB,1.0,1.0,O,6.0,M,M,9.0,2.0,0.0,S,U,U,U,U,U,Y,204.0,1015559
66.905,467.5,49.99,51.5,15.45,15.45,1.0025,30.5,0.785,3.666666667,9.666666667,0.0,6.0,154.3333333,36.0,135.6666667,0.0,0.0,0.0,0.0,17.66666667,0.666666667,239.07,69.59,27.66666667,20.16333333,4.0,2.773333333,120.0,0.0,229.1666667,50.0,0.0,79.49666667,0.0,13.33333333,154.3333333,135.6666667,2.333333333,24,1,1,A,N,3291,8460.0,1389.96,1334.97,8438.0,3280,58.04,366.87,142.61,457,200,67,378.0,156.0,51.0,U,CHICAGO AREA,Y,N,29.98999023,1.0,1.0,,0.0,0.0,O,2.0,S,M,5.0,1.0,0.0,S,U,U,U,U,U,Y,737.0,1015567
53.4975,171.25,50.0,0.0,0.0,0.0,0.0,179.75,-0.2475,0.666666667,1.0,0.0,10.66666667,41.66666667,3.333333333,29.33333333,0.0,0.0,0.0,0.0,1.0,0.0,96.77666667,5.746666667,4.333333333,1.36,0.333333333,0.49,18.0,0.0,42.66333333,14.66666667,0.0,59.86,0.0,1.666666667,41.66666667,29.33333333,0.0,26,5,4,A,N,1269,7867.0,1501.4,1446.38,7866.0,1268,57.86,314.64,50.72,111,29,53,235.0,41.0,54.0,C,MIDWEST AREA,N,N,79.98999023,2.0,2.0,WC,0.0,0.0,O,6.0,M,M,9.0,1.0,0.0,J,U,U,U,U,U,Y,729.0,1015570
41.4125,206.5,29.99,35.75,12.5125,12.5125,0.0,10.5,5.6675,1.666666667,8.333333333,0.0,5.0,47.33333333,49.66666667,33.66666667,0.0,0.0,0.0,0.0,28.33333333,0.0,49.52666667,78.52333333,7.666666667,4.033333333,0.333333333,0.05,60.33333333,0.0,98.30333333,21.66666667,0.0,29.74333333,0.0,10.0,47.33333333,33.66666667,0.0,24,1,1,A,N,1449,2544.0,777.12,761.12,2535.0,1443,33.09,110.22,62.74,203,114,40,155.0,88.0,33.0,S,DALLAS AREA,N,N,29.98999023,1.0,1.0,WC,0.0,0.0,,,U,,,,0.0,U,U,U,U,U,U,N,737.0,1015574
35.7325,122.5,37.49,0.0,0.0,0.0,0.0,35.5,-3.7625,2.666666667,0.0,0.0,3.333333333,41.0,18.33333333,35.66666667,0.0,0.0,0.0,0.0,9.666666667,0.0,83.89,27.2,8.333333333,9.356666667,5.333333333,8.586666667,34.0,0.0,96.08,17.66666667,0.0,15.01,0.0,2.666666667,41.0,35.66666667,0.0,30,1,1,DA,N,1005,2336.0,811.37,760.63,2183.0,933,40.03,114.89,49.11,111,42,37,89.0,39.0,34.0,C,NEW ENGLAND AREA,Y,N,59.98999023,1.0,1.0,WCMB,0.0,0.0,O,4.0,M,M,7.0,2.0,0.0,N,U,U,U,Y,U,Y,905.0,1015611
84.515,428.0,34.98,143.75,43.125,43.125,0.0,-266.0,-46.395,6.333333333,38.0,0.0,16.66666667,191.0,8.333333333,130.0,0.0,1.0,4.666666667,4.15,4.333333333,7.666666667,282.0333333,10.59333333,13.33333333,18.25666667,0.333333333,0.183333333,86.33333333,0.0,192.1266667,52.0,0.0,100.5,0.0,44.33333333,191.0,130.0,0.0,26,1,1,A,N,2095,5407.0,1284.32,1243.98,5378.0,2084,49.76,215.12,83.36,517,178,100,433.0,148.0,79.0,S,CALIFORNIA NORTH AREA,N,N,79.98999023,1.0,1.0,WC,0.0,0.0,,,S,M,,,0.0,H,U,U,U,U,U,Y,796.0,1015695
42.895,413.75,44.99,16.75,5.8625,5.8625,0.2575,-240.75,-7.905,0.666666667,4.0,0.0,15.33333333,115.3333333,33.33333333,95.66666667,0.0,2.666666667,17.0,15.17666667,9.666666667,0.0,233.07,101.38,19.0,15.22666667,7.333333333,16.61333333,67.33333333,0.0,169.8933333,61.33333333,0.0,164.5566667,0.0,4.666666667,115.3333333,95.66666667,0.666666667,28,1,1,A,N,2756,6927.0,984.14,947.99,6926.0,2755,36.46,266.38,105.96,494,142,46,374.0,119.0,41.0,S,TENNESSEE AREA,Y,N,29.98999023,1.0,1.0,WC,0.0,0.0,O,3.0,B,M,6.0,1.0,0.0,N,U,U,U,U,U,Y,841.0,1015762
157.355,957.25,149.99,0.0,0.0,0.0,0.6825,-39.25,-0.675,4.333333333,8.0,0.0,47.33333333,288.6666667,38.33333333,230.6666667,0.0,0.0,0.0,0.0,8.333333333,0.0,619.3233333,190.9866667,34.33333333,45.82333333,1.0,3.55,259.3333333,0.0,785.34,8.0,0.0,24.96666667,0.0,12.33333333,288.6666667,230.6666667,9.333333333,26,1,1,A,N,7462,28893.0,4853.39,4796.72,28847.0,7455,191.87,1153.88,298.2,970,290,158,1060.0,329.0,162.0,,NORTH FLORIDA AREA,Y,N,29.98999023,1.0,1.0,WC,1.0,1.0,O,6.0,A,M,6.0,1.0,0.0,N,U,U,U,U,U,Y,794.0,1015828
75.05,699.25,70.0,13.5,3.375,3.375,0.0,-159.25,-4.47,2.333333333,3.666666667,0.0,36.66666667,230.0,50.66666667,187.3333333,0.0,0.333333333,0.333333333,0.023333333,17.66666667,0.0,350.6933333,189.9433333,59.33333333,47.84666667,3.666666667,6.526666667,153.0,0.0,365.31,84.0,0.0,175.33,0.0,6.0,230.0,187.3333333,2.333333333,24,1,1,B,N,4893,12954.0,1971.51,1912.93,12945.0,4888,83.17,562.83,212.52,752,274,77,663.0,227.0,88.0,U,ATLANTIC SOUTH AREA,Y,N,129.9899902,2.0,2.0,WCMB,0.0,0.0,O,1.0,S,M,5.0,2.0,0.0,N,U,U,U,U,U,Y,286.0,1015911
33.24,51.75,44.99,0.0,0.0,0.0,0.0,-51.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,1,1,A,N,3156,7083.0,921.91,894.58,7050.0,3132,33.13,261.11,116.0,69,23,33,303.0,113.0,33.0,S,CALIFORNIA NORTH AREA,N,N,129.9899902,2.0,2.0,WCMB,0.0,0.0,O,1.0,S,M,6.0,1.0,0.0,U,U,U,U,U,U,Y,330.0,1015924
84.095,711.25,50.0,92.25,27.675,27.675,5.925,-30.25,-29.115,9.666666667,0.333333333,0.0,13.66666667,109.3333333,181.3333333,92.0,0.0,0.0,0.0,0.0,82.33333333,0.333333333,113.9966667,319.5633333,55.33333333,59.45333333,21.66666667,31.45333333,175.0,0.0,333.57,68.33333333,0.0,99.99,0.0,10.0,109.3333333,92.0,3.333333333,26,4,4,I,N,9301,15465.0,1825.65,1773.41,15400.0,9269,73.89,641.67,386.21,721,393,94,681.0,386.0,75.0,C,SOUTHWEST AREA,Y,N,129.9899902,2.0,2.0,WCMB,0.0,0.0,,,U,,,,0.0,U,U,U,U,U,U,N,318.0,1015949
65.455,329.75,34.98,29.5,8.85,8.85,6.7325,-93.75,-20.495,1.0,0.0,0.0,12.66666667,64.66666667,18.33333333,51.66666667,0.0,0.0,0.0,0.0,10.33333333,0.0,98.25333333,29.27,13.0,14.56666667,0.0,0.0,46.66666667,0.0,94.87,14.33333333,0.0,32.65333333,0.0,1.0,64.66666667,51.66666667,0.0,28,1,1,A,N,4280,11336.0,1921.97,1834.65,11335.0,4279,67.95,419.81,158.48,361,128,72,461.0,172.0,79.0,R,NEW ENGLAND AREA,Y,N,79.98999023,5.0,2.0,WCMB,0.0,0.0,O,1.0,B,M,7.0,,0.0,I,U,U,U,U,U,Y,434.0,1015968
97.09,1112.0,44.9925,142.25,56.9,56.9,0.0,36.0,25.71,21.0,0.333333333,0.0,55.0,322.6666667,216.3333333,257.6666667,0.0,6.0,8.666666667,5.12,121.0,1.333333333,369.1766667,362.5333333,105.3333333,76.23333333,30.0,58.49333333,181.3333333,0.0,364.7533333,209.6666667,0.0,366.9566667,0.0,21.33333333,322.6666667,257.6666667,1.333333333,24,1,1,CA,N,7913,20013.0,2254.79,2225.26,20013.0,7913,96.75,870.13,344.04,1100,404,88,993.0,358.0,92.0,S,NEW YORK CITY AREA,Y,R,129.9899902,5.0,3.0,WCMB,0.0,0.0,O,15.0,S,M,4.0,,0.0,J,U,U,Y,U,U,Y,186.0,1016016
29.99,49.0,29.99,0.0,0.0,0.0,0.0,-37.0,0.0,0.0,0.333333333,0.0,1.333333333,8.333333333,0.0,6.666666667,0.0,0.0,0.0,0.0,0.0,0.0,12.65333333,0.0,1.666666667,1.98,0.0,0.0,4.666666667,0.0,7.34,2.0,0.0,5.313333333,0.0,0.333333333,8.333333333,6.666666667,0.0,26,1,1,A,N,1883,3897.0,1199.93,1103.98,3729.0,1783,46.0,155.38,74.29,61,21,30,92.0,33.0,34.0,U,HOUSTON AREA,Y,N,29.98999023,1.0,1.0,WC,0.0,0.0,O,8.0,M,M,7.0,,0.0,Z,U,U,U,U,U,Y,790.0,1016033
